moped_component_id,delta_comp_cost,component_name,component_name_full,component_subtype,component_work_types,type_name,substantial_completion_date,pre_annualized_crash_rate,post_annualized_crash_rate,delta_crash_rate,pre_annualized_fatal_crash_rate,post_annualized_fatal_crash_rate,delta_fatal_crash_rate,pre_annualized_injury_rate,post_annualized_injury_rate,delta_injury_rate,pre_annualized_death_rate,post_annualized_death_rate,delta_death_rate,pre_annualized_cost,post_annualized_cost
614,-193168.8415661703,Bike Lane,Bike Lane - Colored,Colored,NA,NA,2013-01-07 06:00:00+00:00,0.6941873882842726,0.1887827620527685,-0.5054046262315042,0.0,0.005102236812236987,0.005102236812236987,0.7933570151820258,0.14031151233651715,-0.6530455028455087,0.0,0.005102236812236987,0.005102236812236987,259031.06545693145,65862.22389076115
616,-425690.04945158504,Bike Lane,Bike Lane,NA,NA,NA,2012-10-18 05:00:00+00:00,0.7467098258017802,0.17837471697308482,-0.5683351088286954,0.023334682056305633,0.002853995471569357,-0.020480686584736275,0.8167138719706971,0.12129480754169768,-0.6954190644289995,0.023334682056305633,0.002853995471569357,-0.020480686584736275,485361.38677115715,59671.33731957212
617,-502888.96796998667,Bike Lane,Bike Lane,NA,NA,NA,2012-12-20 06:00:00+00:00,0.9733510992671554,0.1706850103313891,-0.8026660889357662,0.0,0.0,0.0,1.1402112877129533,0.13565637015143986,-1.0045549175615134,0.0,0.0,0.0,565350.1284857715,62461.160515784795
618,-110867.13355516645,Bike Lane,Bike Lane,NA,NA,NA,2013-09-10 05:00:00+00:00,0.5288274892919371,0.17911728647323252,-0.3497102028187046,0.0,0.004477932161830813,0.004477932161830813,0.40439749181148127,0.06716898242746219,-0.33722850938401905,0.0,0.004477932161830813,0.004477932161830813,157683.9143071076,46816.78075194115
619,276580.97723647964,Signal,Signal - Traffic,Traffic,Modification,NA,2020-12-09 06:00:00+00:00,0.19165682802046438,0.5377254324622746,0.3460686044418102,0.0,0.0,0.0,0.03833136560409287,0.2688627162311373,0.2305313506270444,0.0,0.0,0.0,27502.754820936636,304083.7320574163
620,NA,Signal,Signal - Traffic,Traffic,Modification,NA,2020-12-09 06:00:00+00:00,0.15295759902285813,NA,NA,0.0,NA,NA,0.10197173268190543,NA,NA,0.0,NA,NA,36760.80963182691,NA
621,51682.675840841635,Bike Lane,Bike Lane - Protected Two-Way,Protected Two-Way,Construction / Curb modification / Widening,NA,2020-12-09 06:00:00+00:00,0.2192048012003001,0.601482091395636,0.38227729019533596,0.0,0.0,0.0,0.1575534508627157,0.3608892548373816,0.2033358039746659,0.0,0.0,0.0,72282.78319579895,123965.45903664059
622,NA,Crossing Island,Crossing Island - Ped,Ped,New,NA,2020-12-09 06:00:00+00:00,0.1471447275657166,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,7504.381105851546,NA
624,77390.46815881382,Bike Lane,Bike Lane,NA,NA,NA,2019-06-27 05:00:00+00:00,0.24140333072544337,0.4441790916437924,0.202775760918349,0.003561688486113099,0.011964419976937169,0.008402731490824069,0.20024604155258088,0.3469681793311779,0.14672213777859702,0.003561688486113099,0.011964419976937169,0.008402731490824069,108382.57637558672,185773.04453440054
625,-81066.12991563985,Intersection,Intersection - Improvement,Improvement,NA,NA,2016-02-04 06:00:00+00:00,0.4906746076170432,0.3059856745926474,-0.18468893302439576,0.0,0.0,0.0,0.42525132660143744,0.22438949470127476,-0.20086183190016269,0.0,0.0,0.0,162478.7184022569,81412.58848661705
626,-32225.445342492894,Bike Lane,Bike Lane - Ramp to Sidewalk,Ramp to Sidewalk,Construction / Curb modification / Widening,NA,2016-07-05 05:00:00+00:00,0.3191040642650176,0.24344018029757647,-0.07566388396744111,0.0041442086268184105,0.0,-0.0041442086268184105,0.26108514348955986,0.19896553197398076,-0.0621196115155791,0.0041442086268184105,0.0,-0.0041442086268184105,110774.6965948561,78549.2512523632
628,-31601.56070800974,Bike Lane,Bike Lane - Protected Two-Way,Protected Two-Way,Parking Mod,NA,2015-03-15 05:00:00+00:00,0.3676242398825749,0.21922516291299873,-0.1483990769695762,0.0,0.0,0.0,0.3798783812119941,0.10961258145649937,-0.2702657997554947,0.0,0.0,0.0,117259.87838121198,85658.31767320224
629,NA,Pavement Marking,Pavement Marking - Two-stage Bike Turn Queue,Two-stage Bike Turn Queue,Parking Mod,NA,2015-03-15 05:00:00+00:00,4.700268096514745,NA,NA,0.0,NA,NA,4.700268096514745,NA,NA,0.0,NA,NA,1215019.3029490616,NA
632,NA,Crossing Island,Crossing Island - Bike/Ped,Bike/Ped,NA,NA,2022-01-21 06:00:00+00:00,0.12594827586206897,NA,NA,0.0,NA,NA,0.09446120689655173,NA,NA,0.0,NA,NA,44491.22844827586,NA
633,248274.26650142344,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2021-11-12 06:00:00+00:00,0.17528629979526517,0.7695838663556325,0.5942975665603674,0.0011308793535178398,0.0,-0.0011308793535178398,0.14701431595731917,0.5222176235984649,0.37520330764114573,0.0011308793535178398,0.0,-0.0011308793535178398,67749.85118990026,316024.1176913237
634,193009.44011510827,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2022-03-18 05:00:00+00:00,0.20970582582176317,1.0353135703318768,0.8256077445101135,0.0,0.0,0.0,0.15908717820961343,1.0353135703318768,0.8762263921222633,0.0,0.0,0.0,74619.11781568186,267628.5579307901
635,94010.77943786998,Access Control,Access Control - Hardened Centerline,Hardened Centerline,Lane Conversion,NA,2022-05-06 05:00:00+00:00,0.16640027942187008,1.0658269095153563,0.8994266300934862,0.0018488919935763343,0.0,-0.0018488919935763343,0.15345803546683576,0.21316538190307127,0.059707346436235514,0.0018488919935763343,0.0,-0.0018488919935763343,80678.25103169693,174689.0304695669
636,NA,Signal,Signal - PHB,PHB,New,NA,2021-06-28 05:00:00+00:00,0.11857964152857627,NA,NA,0.0,NA,NA,0.11857964152857627,NA,NA,0.0,NA,NA,27629.056476158272,NA
637,575744.3076718979,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2022-02-15 06:00:00+00:00,0.15158704872017828,1.142298670836591,0.9907116221164127,0.0,0.0,0.0,0.13146487411130506,0.4569194683346364,0.32545459422333134,0.0,0.0,0.0,87931.22008416147,663675.5277560594
638,NA,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2021-12-17 06:00:00+00:00,0.1737217598097503,NA,NA,0.0,NA,NA,0.1737217598097503,NA,NA,0.0,NA,NA,62626.69441141498,NA
639,737882.5559822044,Crossing Island,Crossing Island - Bike/Ped,Bike/Ped,NA,NA,2022-01-21 06:00:00+00:00,0.3782687494606024,2.523316062176166,2.1450473127155636,0.0,0.0,0.0,0.3782687494606024,2.523316062176166,2.1450473127155636,0.0,0.0,0.0,107428.32484681108,845310.8808290155
640,NA,Crossing Island,Crossing Island - Bike/Ped,Bike/Ped,NA,NA,2021-12-24 06:00:00+00:00,0.11206565927744114,NA,NA,0.0,NA,NA,0.11206565927744114,NA,NA,0.0,NA,NA,26111.298611643786,NA
641,233673.54993778848,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2021-10-01 05:00:00+00:00,0.1803761062360756,0.7193959896778429,0.5390198834417673,0.001171273417117374,0.0,-0.001171273417117374,0.153436817642376,0.5062416223658895,0.35280480472351355,0.001171273417117374,0.0,-0.001171273417117374,69964.84629808922,303638.3962358777
642,23940.71731490975,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2021-08-23 05:00:00+00:00,0.18570291528337232,0.5972959029717813,0.4115929876884089,0.0,0.0,0.0,0.17243842133456003,0.08532798613882589,-0.08711043519573414,0.0,0.0,0.0,56864.885558558366,80805.60287346812
643,31345.76699756337,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2021-06-28 05:00:00+00:00,0.20170597384591207,0.5815696941551118,0.3798637203091998,0.0,0.0,0.0,0.1931227409162988,0.14539242353877796,-0.04773031737752084,0.0,0.0,0.0,61850.776490793294,93196.54348835666
644,-58739.41950733196,Bike Lane,Bike Lane,NA,Construction / Curb modification / Widening,NA,2013-07-04 05:00:00+00:00,0.7301957517700958,0.20083962829938207,-0.5293561234707137,0.0,0.0,0.0,0.14603915035401915,0.16539734095243228,0.019358190598413122,0.0,0.0,0.0,115955.08538109121,57215.66587375925
645,12426.57268010058,Bike Lane,Bike Lane,NA,Construction / Curb modification / Widening,NA,2015-08-13 05:00:00+00:00,0.4280672470356346,0.22790338934578952,-0.20016385768984507,0.0,0.006330649704049709,0.006330649704049709,0.2140336235178173,0.10129039526479534,-0.11274322825302195,0.0,0.006330649704049709,0.006330649704049709,91548.01805921184,103974.59073931242
646,-34238.806269783265,Bike Lane,Bike Lane,NA,NA,NA,2017-09-14 05:00:00+00:00,0.3199490638040741,0.2773210785998795,-0.04262798520419464,0.0029624913315192047,0.0,-0.0029624913315192047,0.3214303094698337,0.25563116183787776,-0.06579914763195593,0.004443736997278807,0.0,-0.004443736997278807,149063.6763280518,114824.87005826854
647,7196.04233536619,Bike Lane,Bike Lane,NA,NA,NA,2018-08-14 05:00:00+00:00,0.23980157873780003,0.40334117896897725,0.16353960023117722,0.0,0.0,0.0,0.15690720584078274,0.2171837117525262,0.060276505911743467,0.0,0.0,0.0,108544.26028200865,115740.30261737484
648,-77126.43697371938,Bike Lane,Bike Lane,NA,NA,NA,2015-09-02 05:00:00+00:00,0.37259287086629383,0.2234235266094341,-0.14916934425685974,0.0,0.0009194383811087823,0.0009194383811087823,0.31237584123133727,0.14205322988130686,-0.1703226113500304,0.0,0.0009194383811087823,0.0009194383811087823,150425.9035924737,73299.46661875433
650,55928.59049525985,Bike Lane,Bike Lane,NA,Construction / Curb modification / Widening,NA,2016-10-14 05:00:00+00:00,0.388312528239703,0.2288894968854054,-0.1594230313542976,0.0,0.0,0.0,0.0,0.3085032349325029,0.3085032349325029,0.0,0.0,0.0,55451.029032629594,111379.61952788944
651,-18024.59837016526,Bike Lane,Bike Lane,NA,NA,NA,2016-10-14 05:00:00+00:00,0.3043861301467206,0.26414807533026535,-0.04023805481645526,0.001346841283835047,0.003135288727955672,0.001788447444120625,0.2949582411598753,0.25003927605446485,-0.044918965105410436,0.001346841283835047,0.003135288727955672,0.001788447444120625,128488.65847786347,110464.06010769821
652,-149196.72929847875,Bike Lane,Bike Lane - Protected Two-Way,Protected Two-Way,NA,NA,2016-07-09 05:00:00+00:00,0.39593751411481554,0.23733147204468147,-0.15860604207013407,0.0,0.0,0.0,0.32052084475961257,0.09261715982231472,-0.22790368493729785,0.0,0.0,0.0,196460.42367030372,47263.69437182498
653,-19903.39805872411,Roadway,Roadway - Shoulder,Shoulder,NA,NA,2016-01-21 06:00:00+00:00,0.3680295919179063,0.2694242521711161,-0.0986053397467902,0.0,0.0026107001179371714,0.0026107001179371714,0.2832859358841779,0.2208652299774847,-0.062420705906693186,0.0,0.0026107001179371714,0.0026107001179371714,129007.68882746004,109104.29076873593
654,31939.750781960625,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2018-08-24 05:00:00+00:00,0.20751694587578023,0.3378216936559198,0.13030474778013956,0.0,0.0,0.0,0.17293078822981686,0.13512867746236792,-0.03780211076744894,0.0,0.0,0.0,111229.0829894182,143168.83377137882
657,-42822.582835829046,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,NA,NA,2017-08-04 05:00:00+00:00,0.28314502219035254,0.2851130617632264,0.001968039572873892,0.0,0.0,0.0,0.22179693404910947,0.17902448064202592,-0.04277245340708355,0.0,0.0,0.0,127759.75309599022,84937.17026016118
658,-189889.47194847505,Bike Lane,Bike Lane - Buffered,Buffered,NA,NA,2013-08-20 05:00:00+00:00,0.7514358373574878,0.17658267248335993,-0.5748531648741279,0.0,0.0010637510390563852,0.0010637510390563852,0.6609852273051976,0.12605449812818165,-0.534930729177016,0.0,0.0010637510390563852,0.0010637510390563852,261402.26305111867,71512.7911026436
659,-131768.09845247347,Bike Lane,Bike Lane - Buffered,Buffered,NA,NA,2013-06-25 05:00:00+00:00,0.603999099674321,0.2158885409703409,-0.38811055870398004,0.0,0.0,0.0,0.5637324930293662,0.11179942300249797,-0.4519330700268683,0.0,0.0,0.0,186112.2559129808,54344.15746050733
660,-197438.62900040395,Bike Lane,Bike Lane - Buffered,Buffered,NA,NA,2013-04-29 05:00:00+00:00,0.6301819196832507,0.19449792399523172,-0.43568399568801897,0.0,0.0,0.0,0.4997994535418884,0.15639220827371694,-0.34340724526817146,0.0,0.0,0.0,272586.27587954124,75147.64687913729
661,-302655.7403111013,Bike Lane,Bike Lane - Buffered,Buffered,NA,NA,2013-07-26 05:00:00+00:00,0.5452509796603844,0.17436383600843777,-0.37088714365194664,0.0,0.0,0.0,0.5755427007526279,0.13003404719273326,-0.44550865355989466,0.0,0.0,0.0,369649.87248864834,66994.13217754706
663,28603.28084249368,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,Lane Conversion,NA,2015-10-05 05:00:00+00:00,0.2826283208666495,0.2820616662468891,-0.0005666546197604094,0.0,0.0,0.0,0.18841888057776632,0.14589396530011506,-0.04252491527765126,0.0,0.0,0.0,66723.8360846015,95327.11692709518
664,8114.233247698838,Bike Lane,Bike Lane,NA,NA,NA,2013-09-20 05:00:00+00:00,1.1196832290203091,0.2275051257429083,-0.8921781032774009,0.0,0.02527834730476759,0.02527834730476759,0.0,0.15167008382860553,0.15167008382860553,0.0,0.02527834730476759,0.02527834730476759,114207.68936007153,122321.92260777036
665,-239085.6164944743,Bike Lane,Bike Lane - Climbing,Climbing,NA,NA,2013-08-19 05:00:00+00:00,0.5726043503821282,0.20093061636142756,-0.37167373402070064,0.0,0.0,0.0,0.30538898687046834,0.08790714465812456,-0.2174818422123438,0.0,0.0,0.0,278781.9713893788,39696.354894904536
666,-76706.95790721945,Bike Lane,Bike Lane,NA,Lane Conversion,NA,2013-08-29 05:00:00+00:00,0.46696292142706947,0.19904309324164327,-0.2679198281854262,0.0,0.0018956485070632692,0.0018956485070632692,0.5529824069531086,0.17439966264982076,-0.37858274430328787,0.0,0.0018956485070632692,0.0018956485070632692,167074.41788743256,90367.45998021311
667,-117305.23379659565,Bike Lane,Bike Lane,NA,Lane Conversion,NA,2013-09-28 05:00:00+00:00,0.4934421615536167,0.1757222441917043,-0.3177199173619124,0.0,0.0,0.0,0.3759559326122794,0.09185480946384542,-0.28410112314843394,0.0,0.0,0.0,173668.1436210848,56362.90982448915
668,-71342.38691381499,Bike Lane,Bike Lane - Buffered,Buffered,Lane Conversion,NA,2014-11-26 06:00:00+00:00,0.34764193594441534,0.24194386107535623,-0.1056980748690591,0.0,0.0,0.0,0.2781135487555323,0.23369577490233273,-0.04441777385319956,0.0,0.0,0.0,154909.2466568315,83566.85974301651
669,-220336.33569312823,Bike Lane,Bike Lane,NA,Parking Mod,NA,2013-08-21 05:00:00+00:00,0.4245447500968617,0.19397858451249647,-0.23056616558436524,0.0,0.0,0.0,0.5306809376210772,0.10776588028472027,-0.42291505733635687,0.0,0.0,0.0,261201.15749709416,40864.821803965926
670,-147657.32737163763,Bike Lane,Bike Lane,NA,NA,NA,2013-08-22 05:00:00+00:00,0.49020448487333873,0.20644413233004644,-0.2837603525432923,0.0,0.0,0.0,0.41531213301768977,0.1833838835059455,-0.23192824951174426,0.0,0.0,0.0,234249.6598132235,86592.33244158587
671,-77822.4976296972,Bike Lane,Bike Lane,NA,NA,NA,2013-09-05 05:00:00+00:00,0.5935310681583738,0.20158606214851185,-0.39194500600986193,0.0,0.0,0.0,0.3491359224461022,0.1654810957935545,-0.1836548266525477,0.0,0.0,0.0,154352.99131342178,76530.49368372458
672,-156928.81782370957,Bike Lane,Bike Lane,NA,Parking Mod,NA,2014-09-03 05:00:00+00:00,0.4716245628622435,0.24423476909397718,-0.22738979376826635,0.0,0.0,0.0,0.6145410970629234,0.12034756737964092,-0.49419352968328245,0.0,0.0,0.0,220320.12912376807,63391.31130005851
673,-75394.30249266428,Bike Lane,Bike Lane,NA,Parking Mod,NA,2013-07-24 05:00:00+00:00,0.4579151213032544,0.2009720757485442,-0.2569430455547102,0.0,0.0,0.0,0.49062334425348686,0.1884113210142602,-0.3022120232392267,0.0,0.0,0.0,149345.7459907614,73951.44349809713
674,-125852.08199610756,Roadway,Roadway - Shoulder,Shoulder,NA,NA,2013-06-18 05:00:00+00:00,0.5686008760100916,0.2138518211314679,-0.3547490548786237,0.0,0.0,0.0,0.5087481522195556,0.08464967919787271,-0.4240984730216829,0.0,0.0,0.0,173483.11990686847,47631.0379107609
675,-77171.35645422543,Bike Lane,Bike Lane,NA,Parking Mod,NA,2013-06-21 05:00:00+00:00,0.45014855298389755,0.1913083021666057,-0.2588402508172919,0.0,0.0,0.0,0.3858416168433408,0.12234833278096875,-0.26349328406237205,0.0,0.0,0.0,135816.24912885597,58644.89267463053
676,-36699.80962071147,Bike Lane,Bike Lane - Buffered,Buffered,NA,NA,2013-06-21 05:00:00+00:00,0.6157196038491255,0.19085149463325424,-0.42486810921587126,0.0,0.0,0.0,0.136826578633139,0.17721924501659322,0.040392666383454234,0.0,0.0,0.0,122596.61445529254,85896.80483458107
677,66709.85810490447,Bike Lane,Bike Lane - Buffered,Buffered,Parking Mod,NA,2020-09-16 05:00:00+00:00,0.24047403505884288,0.6214897552738264,0.38101572021498353,0.0,0.0,0.0,0.15230022220393383,0.3389944119675417,0.18669418976360788,0.0,0.0,0.0,58379.079911118424,125088.93801602289
679,-288529.9014575207,Crossing Island,Crossing Island - Ped,Ped,NA,NA,2020-09-16 05:00:00+00:00,0.15054354359511585,0.3392021050187672,0.18865856142365134,0.0,0.0,0.0,0.3763588589877896,0.0,-0.3763588589877896,0.0,0.0,0.0,305829.20881347783,17299.307355957124
683,144126.26447219175,Sidewalk,Sidewalk - Wide,Wide,Parking Mod,NA,2020-09-16 05:00:00+00:00,0.18789551525574605,0.5968668653464413,0.40897135009069524,0.0,0.0,0.0,0.11052677367985062,0.1377385073876403,0.027211733707789676,0.0,0.0,0.0,49120.86139266761,193247.12586485935
684,94907.12094372354,Bike Lane,Bike Lane - Buffered,Buffered,Parking Mod,NA,2020-09-16 05:00:00+00:00,0.17074204916743277,0.5415992190492667,0.3708571698818339,0.0009381431272935867,0.0,-0.0009381431272935867,0.10601017338417529,0.15474263401407617,0.04873246062990089,0.0009381431272935867,0.0,-0.0009381431272935867,59247.49106109917,154154.6120048227
685,-67776.10208597164,Roadway,Roadway - Shoulder,Shoulder,NA,NA,2013-08-09 05:00:00+00:00,0.542954475069681,0.15617038713010636,-0.38678408793957464,0.0,0.0,0.0,0.180984825023227,0.0,-0.180984825023227,0.0,0.0,0.0,83705.48157324249,15929.379487270848
686,-33148.12934471134,Roadway,Roadway - Shoulder,Shoulder,NA,NA,2013-09-13 05:00:00+00:00,1.7171400587659158,1.2142956088100845,-0.5028444499558313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218935.35749265426,185787.22814794292
687,-248417.82639178957,Roadway,Roadway - Shoulder,Shoulder,NA,NA,2013-09-13 05:00:00+00:00,0.3799904633924314,0.33716681410823496,-0.04282364928419646,0.0,0.0,0.0,1.1399713901772943,0.0,-1.1399713901772943,0.0,0.0,0.0,265613.33391130954,17195.507519519982
688,209121.45100660404,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,Lane Conversion,NA,2021-07-02 05:00:00+00:00,0.18702276233003992,0.8059503889082986,0.6189276265782587,0.002337784529125499,0.0,-0.002337784529125499,0.11221365739802396,0.8059503889082986,0.6937367315102747,0.002337784529125499,0.0,-0.002337784529125499,55391.466633099575,264512.9176397036
689,334787.2584822784,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,NA,NA,2021-10-29 05:00:00+00:00,0.1734376424093178,0.8477076995764362,0.6742700571671184,0.00031591555994411256,0.0,-0.00031591555994411256,0.1358436907759684,0.7831204462753745,0.6472767554994061,0.00031591555994411256,0.0,-0.00031591555994411256,65734.44605093116,400521.70453320956
690,-252045.79938853747,Bike Lane,Bike Lane,NA,Parking Mod,NA,2013-04-25 05:00:00+00:00,0.8264078746707335,0.1833639737925296,-0.6430439008782038,0.0,0.0,0.0,0.5833467350616942,0.1561989406380808,-0.4271477944236134,0.0,0.0,0.0,328861.72189103015,76815.92250249269
691,-126550.35712204715,Bike Lane,Bike Lane,NA,NA,NA,2013-02-20 06:00:00+00:00,0.6274325384290496,0.1875319353763746,-0.439900603052675,0.0,0.0,0.0,0.45112918052336626,0.14290294114017008,-0.30822623938319615,0.0,0.0,0.0,195463.38459572746,68913.02747368031
692,82061948.81189637,Crossing Island,Crossing Island - Ped,Ped,Construction / Curb modification / Widening,NA,2013-03-01 06:00:00+00:00,0.49274873524451945,132.8181818181818,132.32543308293728,0.0,0.0,0.0,0.49274873524451945,265.6363636363636,265.1436149011191,0.0,0.0,0.0,152505.73355817876,82214454.54545455
693,-107952.47841163578,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,Construction / Curb modification / Widening,NA,2013-03-01 06:00:00+00:00,0.6234074977141115,0.16954094557423427,-0.45386655213987726,0.0,0.0,0.0,0.37849740932642484,0.1286634843883517,-0.24983392493807313,0.0,0.0,0.0,167986.05608046326,60033.57766882748
695,-67159.0926509371,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2016-02-04 06:00:00+00:00,0.37422284317149845,0.28117782909930716,-0.09304501407219129,0.0,0.0,0.0,0.3146873908487601,0.2367813297678376,-0.07790606108092246,0.0,0.0,0.0,159844.18442193503,92685.09177099793
696,466483.3373835401,Bike Lane,Bike Lane - Protected Two-Way,Protected Two-Way,NA,NA,2021-06-03 05:00:00+00:00,0.1910719734949213,0.8301293585105778,0.6390573850156565,0.0,0.0,0.0,0.11941998343432582,0.3320517434042311,0.2126317599699053,0.0,0.0,0.0,41223.778281529274,507707.1156650694
697,NA,Signal,Signal - Traffic,Traffic,New,NA,2021-06-03 05:00:00+00:00,0.14356135667611078,NA,NA,0.0,NA,NA,0.19141514223481437,NA,NA,0.0,NA,NA,47040.27120420564,NA
698,NA,Intersection,Intersection - Improvement,Improvement,NA,NA,2021-06-03 05:00:00+00:00,0.14356135667611078,NA,NA,0.0,NA,NA,0.19141514223481437,NA,NA,0.0,NA,NA,47040.27120420564,NA
699,54572.44642637743,Bike Lane,Bike Lane - Protected Two-Way,Protected Two-Way,NA,NA,2020-07-22 05:00:00+00:00,0.18280815438194709,0.5590917788124242,0.37628362443047714,0.0,0.0,0.0,0.044317128335017476,0.17471618087888258,0.1303990525438651,0.0,0.0,0.0,36035.36497741108,90607.81140378851
701,-107929.84885541216,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2015-11-06 06:00:00+00:00,0.3683502815362636,0.25550485699295694,-0.11284542454330665,0.0,0.0,0.0,0.16371123623833936,0.18582171417669596,0.022110477938356604,0.0,0.0,0.0,171364.73653248174,63434.887677069586
702,-8515.113505193025,Crossing Island,Crossing Island - Ped,Ped,NA,NA,2015-11-06 06:00:00+00:00,0.2988341174064226,0.13187110750067696,-0.1669630099057456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15240.53998772755,6725.426482534524
704,-573522.2928243782,Highway,Highway - Toll Road,Toll Road,NA,NA,2011-05-01 05:00:00+00:00,1.4445482010436692,0.14999734530952372,-1.2945508557341454,0.0,0.0011999787624761898,0.0011999787624761898,0.9028426256522933,0.10148391819798633,-0.801358707454307,0.0,0.0011999787624761898,0.0011999787624761898,626753.350727822,53231.057903443776
705,-281934.54811109306,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2011-05-01 05:00:00+00:00,1.1890938686923496,0.22788194792606706,-0.9612119207662825,0.0,0.0,0.0,0.44591020075963106,0.14920841828492484,-0.29670178247470624,0.0,0.0,0.0,376348.2094411286,94413.66133003554
706,-132017.05124938337,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2013-01-01 06:00:00+00:00,0.7121039805036555,0.17269251252737564,-0.5394114679762799,0.0,0.0,0.0,0.327793895787397,0.06015132458818702,-0.26764257119921,0.0,0.0,0.0,174951.51444818382,42934.463198800455
707,NA,Intersection,Intersection - Improvement,Improvement,NA,NA,2019-06-11 05:00:00+00:00,0.26905251526963564,NA,NA,0.0,NA,NA,0.08968417175654521,NA,NA,0.0,NA,NA,48339.76857677787,NA
708,NA,Intersection,Intersection - Improvement,Improvement,NA,NA,2019-06-11 05:00:00+00:00,0.6220109274107712,NA,NA,0.0,NA,NA,1.2440218548215425,NA,NA,0.0,NA,NA,289857.0921734194,NA
709,NA,Signal,Signal - Traffic,Traffic,Modification,NA,2019-07-16 05:00:00+00:00,0.2622901768349241,NA,NA,0.0,NA,NA,0.08743005894497471,NA,NA,0.0,NA,NA,47124.80177134137,NA
710,192688.3094245509,Bike Lane,Bike Lane - Protected Two-Way,Protected Two-Way,Parking Mod,NA,2019-06-11 05:00:00+00:00,0.36470205304285475,0.5386175115207373,0.1739154584778826,0.0,0.0,0.0,0.21453061943697338,0.6283870967741936,0.4138564773372202,0.0,0.0,0.0,86091.13758005742,278779.44700460834
714,-160578.38429200812,Highway,Highway - Toll Road,Toll Road,NA,NA,2014-05-01 05:00:00+00:00,0.4834771419768291,0.18589896616539256,-0.29757817581143653,0.005062587874102922,0.001956831222793606,-0.0031057566513093163,0.44550773292105716,0.1509695288385267,-0.29453820408253045,0.005062587874102922,0.002250355906212647,-0.0028122319678902754,241566.44300069506,80988.05870868695
716,-75459.81196367301,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2014-05-01 05:00:00+00:00,0.5351134986177848,0.18518611904831675,-0.34992737956946807,0.0,0.0,0.0,0.4204463203425452,0.19713361059982104,-0.22331270974272416,0.0,0.0,0.0,164241.62168290152,88781.8097192285
717,126024.65069215359,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2021-06-15 05:00:00+00:00,0.27415012211175144,0.600785754904485,0.3266356327927336,0.001557671148362224,0.016237452835256353,0.01467978168689413,0.17134382631984463,0.4384112265519215,0.26706740023207687,0.001557671148362224,0.016237452835256353,0.01467978168689413,82512.95607104372,208537.6067631973
718,13122.098467892763,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2021-06-15 05:00:00+00:00,0.3217707300958044,0.584594864954985,0.2628241348591806,0.0,0.0,0.0,0.268142275079837,0.17987534306307232,-0.0882669320167647,0.0,0.0,0.0,95297.76456337408,108419.86303126684
719,13047.214391188463,Trail,Trail - Grade Separated Crossing,Grade Separated Crossing,NA,NA,2022-02-18 06:00:00+00:00,0.18575558737195894,0.8518950437317784,0.6661394563598194,0.0,0.0,0.0,0.21806090691490831,0.24339858392336525,0.025337677008456932,0.0,0.0,0.0,74697.9751131847,87745.18950437316
720,NA,Trail,Trail - Bridge,Bridge,NA,NA,2021-06-15 05:00:00+00:00,0.14477913172159335,NA,NA,0.0,NA,NA,0.14477913172159335,NA,NA,0.0,NA,NA,107310.29243204498,NA
721,207239.70102395062,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,2021-06-15 05:00:00+00:00,0.18189247469725286,0.791798392195827,0.6099059174985741,0.0,0.0,0.0,0.09444416955434284,0.4524562241119011,0.35801205455755825,0.0,0.0,0.0,47662.824235091684,254902.5252590423
722,3710.0352532457036,Trail,Trail - Grade Separated Crossing,Grade Separated Crossing,NA,NA,2020-05-01 05:00:00+00:00,0.2108408922134265,0.4205567123077366,0.2097158200943101,0.0,0.0,0.0,0.1482475023375655,0.08411134246154732,-0.06413615987601819,0.0,0.0,0.0,63074.37066122287,66784.40591446857
